plz,abgefrage_plz,ort,angebotenes_impfzentrum,public_key_impfzentrum,distanz_zum_impfzentrum(km),json_daten_impfzentrum
21401,21401,Thomasburg,IZ Lüneburg,588751894396000,25,"{'resultList': [{'vaccinationCenterPk': 588751894396000, 'name': 'IZ Lüneburg', 'streetName': 'Lilienthalstraße', 'streetNumber': '1', 'zipcode': '21337', 'city': 'Lüneburg', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21403,21403,Wendisch Evern,IZ Lüneburg,588751894396000,5,"{'resultList': [{'vaccinationCenterPk': 588751894396000, 'name': 'IZ Lüneburg', 'streetName': 'Lilienthalstraße', 'streetNumber': '1', 'zipcode': '21337', 'city': 'Lüneburg', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 5, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21406,21406,Barnstedt,IZ Lüneburg,588751894396000,15,"{'resultList': [{'vaccinationCenterPk': 588751894396000, 'name': 'IZ Lüneburg', 'streetName': 'Lilienthalstraße', 'streetNumber': '1', 'zipcode': '21337', 'city': 'Lüneburg', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21406,21406,Melbeck,IZ Lüneburg,588751894396000,15,"{'resultList': [{'vaccinationCenterPk': 588751894396000, 'name': 'IZ Lüneburg', 'streetName': 'Lilienthalstraße', 'streetNumber': '1', 'zipcode': '21337', 'city': 'Lüneburg', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21407,21407,Deutsch Evern,IZ Lüneburg,588751894396000,10,"{'resultList': [{'vaccinationCenterPk': 588751894396000, 'name': 'IZ Lüneburg', 'streetName': 'Lilienthalstraße', 'streetNumber': '1', 'zipcode': '21337', 'city': 'Lüneburg', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21409,21409,Embsen,IZ Lüneburg,588751894396000,20,"{'resultList': [{'vaccinationCenterPk': 588751894396000, 'name': 'IZ Lüneburg', 'streetName': 'Lilienthalstraße', 'streetNumber': '1', 'zipcode': '21337', 'city': 'Lüneburg', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21423,21423,Drage (Elbe),IZ Harburg - Winsen,810451667340277,5,"{'resultList': [{'vaccinationCenterPk': 810451667340277, 'name': 'IZ Harburg - Winsen', 'streetName': 'Luhdorfer Straße', 'streetNumber': '29', 'zipcode': '21423', 'city': 'Winsen (Luhe)', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 5, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
21423,21423,Winsen (Luhe),IZ Harburg - Winsen,810451667340277,5,"{'resultList': [{'vaccinationCenterPk': 810451667340277, 'name': 'IZ Harburg - Winsen', 'streetName': 'Luhdorfer Straße', 'streetNumber': '29', 'zipcode': '21423', 'city': 'Winsen (Luhe)', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 5, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
21435,21435,Stelle,IZ Harburg - Winsen,810451667340277,15,"{'resultList': [{'vaccinationCenterPk': 810451667340277, 'name': 'IZ Harburg - Winsen', 'streetName': 'Luhdorfer Straße', 'streetNumber': '29', 'zipcode': '21423', 'city': 'Winsen (Luhe)', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
21436,21436,Marschacht,IZ Harburg - Winsen,810451667340277,20,"{'resultList': [{'vaccinationCenterPk': 810451667340277, 'name': 'IZ Harburg - Winsen', 'streetName': 'Luhdorfer Straße', 'streetNumber': '29', 'zipcode': '21423', 'city': 'Winsen (Luhe)', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
21438,21438,Brackel,IZ Harburg - Winsen,810451667340277,25,"{'resultList': [{'vaccinationCenterPk': 810451667340277, 'name': 'IZ Harburg - Winsen', 'streetName': 'Luhdorfer Straße', 'streetNumber': '29', 'zipcode': '21423', 'city': 'Winsen (Luhe)', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
21439,21439,Marxen,IZ Harburg - Winsen,810451667340277,30,"{'resultList': [{'vaccinationCenterPk': 810451667340277, 'name': 'IZ Harburg - Winsen', 'streetName': 'Luhdorfer Straße', 'streetNumber': '29', 'zipcode': '21423', 'city': 'Winsen (Luhe)', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
21441,21441,Garstedt,IZ Harburg - Winsen,810451667340277,15,"{'resultList': [{'vaccinationCenterPk': 810451667340277, 'name': 'IZ Harburg - Winsen', 'streetName': 'Luhdorfer Straße', 'streetNumber': '29', 'zipcode': '21423', 'city': 'Winsen (Luhe)', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
21442,21442,Toppenstedt,IZ Harburg - Winsen,810451667340277,20,"{'resultList': [{'vaccinationCenterPk': 810451667340277, 'name': 'IZ Harburg - Winsen', 'streetName': 'Luhdorfer Straße', 'streetNumber': '29', 'zipcode': '21423', 'city': 'Winsen (Luhe)', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
21444,21444,Vierhöfen,IZ Harburg - Winsen,810451667340277,15,"{'resultList': [{'vaccinationCenterPk': 810451667340277, 'name': 'IZ Harburg - Winsen', 'streetName': 'Luhdorfer Straße', 'streetNumber': '29', 'zipcode': '21423', 'city': 'Winsen (Luhe)', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
21445,21445,Wulfsen,IZ Harburg - Winsen,810451667340277,15,"{'resultList': [{'vaccinationCenterPk': 810451667340277, 'name': 'IZ Harburg - Winsen', 'streetName': 'Luhdorfer Straße', 'streetNumber': '29', 'zipcode': '21423', 'city': 'Winsen (Luhe)', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
21447,21447,Handorf,IZ Lüneburg,588751894396000,20,"{'resultList': [{'vaccinationCenterPk': 588751894396000, 'name': 'IZ Lüneburg', 'streetName': 'Lilienthalstraße', 'streetNumber': '1', 'zipcode': '21337', 'city': 'Lüneburg', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21449,21449,Radbruch,IZ Lüneburg,588751894396000,25,"{'resultList': [{'vaccinationCenterPk': 588751894396000, 'name': 'IZ Lüneburg', 'streetName': 'Lilienthalstraße', 'streetNumber': '1', 'zipcode': '21337', 'city': 'Lüneburg', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21522,21522,Hittbergen,IZ Lüneburg,588751894396000,20,"{'resultList': [{'vaccinationCenterPk': 588751894396000, 'name': 'IZ Lüneburg', 'streetName': 'Lilienthalstraße', 'streetNumber': '1', 'zipcode': '21337', 'city': 'Lüneburg', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21522,21522,Hohnstorf (Elbe),IZ Lüneburg,588751894396000,20,"{'resultList': [{'vaccinationCenterPk': 588751894396000, 'name': 'IZ Lüneburg', 'streetName': 'Lilienthalstraße', 'streetNumber': '1', 'zipcode': '21337', 'city': 'Lüneburg', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21614,21614,Buxtehude,IZ Stade,854870313148347,30,"{'resultList': [{'vaccinationCenterPk': 854870313148347, 'name': 'IZ Stade', 'streetName': 'Sophie-Scholl-Weg', 'streetNumber': '24', 'zipcode': '21684', 'city': 'Stade-Ottenbeck', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21629,21629,Neu Wulmstorf,IZ Harburg - Buchholz,437683354674822,15,"{'resultList': [{'vaccinationCenterPk': 437683354674822, 'name': 'IZ Harburg - Buchholz', 'streetName': 'Richard-Schmidt-Straße', 'streetNumber': '27', 'zipcode': '21244', 'city': 'Buchholz', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
21635,21635,Jork,IZ Stade,854870313148347,30,"{'resultList': [{'vaccinationCenterPk': 854870313148347, 'name': 'IZ Stade', 'streetName': 'Sophie-Scholl-Weg', 'streetNumber': '24', 'zipcode': '21684', 'city': 'Stade-Ottenbeck', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21640,21640,Bliedersdorf,IZ Stade,854870313148347,15,"{'resultList': [{'vaccinationCenterPk': 854870313148347, 'name': 'IZ Stade', 'streetName': 'Sophie-Scholl-Weg', 'streetNumber': '24', 'zipcode': '21684', 'city': 'Stade-Ottenbeck', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21640,21640,Horneburg,IZ Stade,854870313148347,15,"{'resultList': [{'vaccinationCenterPk': 854870313148347, 'name': 'IZ Stade', 'streetName': 'Sophie-Scholl-Weg', 'streetNumber': '24', 'zipcode': '21684', 'city': 'Stade-Ottenbeck', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21640,21640,Neuenkirchen (Altes Land),IZ Stade,854870313148347,15,"{'resultList': [{'vaccinationCenterPk': 854870313148347, 'name': 'IZ Stade', 'streetName': 'Sophie-Scholl-Weg', 'streetNumber': '24', 'zipcode': '21684', 'city': 'Stade-Ottenbeck', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21640,21640,Nottensdorf,IZ Stade,854870313148347,15,"{'resultList': [{'vaccinationCenterPk': 854870313148347, 'name': 'IZ Stade', 'streetName': 'Sophie-Scholl-Weg', 'streetNumber': '24', 'zipcode': '21684', 'city': 'Stade-Ottenbeck', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21641,21641,Apensen,IZ Stade,854870313148347,25,"{'resultList': [{'vaccinationCenterPk': 854870313148347, 'name': 'IZ Stade', 'streetName': 'Sophie-Scholl-Weg', 'streetNumber': '24', 'zipcode': '21684', 'city': 'Stade-Ottenbeck', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21643,21643,Beckdorf,IZ Stade,854870313148347,25,"{'resultList': [{'vaccinationCenterPk': 854870313148347, 'name': 'IZ Stade', 'streetName': 'Sophie-Scholl-Weg', 'streetNumber': '24', 'zipcode': '21684', 'city': 'Stade-Ottenbeck', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21644,21644,Sauensiek,IZ Stade,854870313148347,25,"{'resultList': [{'vaccinationCenterPk': 854870313148347, 'name': 'IZ Stade', 'streetName': 'Sophie-Scholl-Weg', 'streetNumber': '24', 'zipcode': '21684', 'city': 'Stade-Ottenbeck', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21646,21646,Halvesbostel,IZ Harburg - Buchholz,437683354674822,30,"{'resultList': [{'vaccinationCenterPk': 437683354674822, 'name': 'IZ Harburg - Buchholz', 'streetName': 'Richard-Schmidt-Straße', 'streetNumber': '27', 'zipcode': '21244', 'city': 'Buchholz', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
21647,21647,Moisburg,IZ Harburg - Buchholz,437683354674822,20,"{'resultList': [{'vaccinationCenterPk': 437683354674822, 'name': 'IZ Harburg - Buchholz', 'streetName': 'Richard-Schmidt-Straße', 'streetNumber': '27', 'zipcode': '21244', 'city': 'Buchholz', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
21649,21649,Regesbostel,IZ Harburg - Buchholz,437683354674822,25,"{'resultList': [{'vaccinationCenterPk': 437683354674822, 'name': 'IZ Harburg - Buchholz', 'streetName': 'Richard-Schmidt-Straße', 'streetNumber': '27', 'zipcode': '21244', 'city': 'Buchholz', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
21680-21684,21680,Stade,IZ Stade,854870313148347,5,"{'resultList': [{'vaccinationCenterPk': 854870313148347, 'name': 'IZ Stade', 'streetName': 'Sophie-Scholl-Weg', 'streetNumber': '24', 'zipcode': '21684', 'city': 'Stade-Ottenbeck', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 5, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21684,21684,Agathenburg,IZ Stade,854870313148347,5,"{'resultList': [{'vaccinationCenterPk': 854870313148347, 'name': 'IZ Stade', 'streetName': 'Sophie-Scholl-Weg', 'streetNumber': '24', 'zipcode': '21684', 'city': 'Stade-Ottenbeck', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 5, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21698,21698,Bargstedt (Niedersachsen),IZ Stade,854870313148347,15,"{'resultList': [{'vaccinationCenterPk': 854870313148347, 'name': 'IZ Stade', 'streetName': 'Sophie-Scholl-Weg', 'streetNumber': '24', 'zipcode': '21684', 'city': 'Stade-Ottenbeck', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21698,21698,Brest,IZ Stade,854870313148347,15,"{'resultList': [{'vaccinationCenterPk': 854870313148347, 'name': 'IZ Stade', 'streetName': 'Sophie-Scholl-Weg', 'streetNumber': '24', 'zipcode': '21684', 'city': 'Stade-Ottenbeck', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21698,21698,Harsefeld,IZ Stade,854870313148347,15,"{'resultList': [{'vaccinationCenterPk': 854870313148347, 'name': 'IZ Stade', 'streetName': 'Sophie-Scholl-Weg', 'streetNumber': '24', 'zipcode': '21684', 'city': 'Stade-Ottenbeck', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21702,21702,Ahlerstedt,IZ Stade,854870313148347,25,"{'resultList': [{'vaccinationCenterPk': 854870313148347, 'name': 'IZ Stade', 'streetName': 'Sophie-Scholl-Weg', 'streetNumber': '24', 'zipcode': '21684', 'city': 'Stade-Ottenbeck', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21706,21706,Drochtersen,IZ Stade,854870313148347,20,"{'resultList': [{'vaccinationCenterPk': 854870313148347, 'name': 'IZ Stade', 'streetName': 'Sophie-Scholl-Weg', 'streetNumber': '24', 'zipcode': '21684', 'city': 'Stade-Ottenbeck', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21709,21709,Burweg,IZ Stade,854870313148347,25,"{'resultList': [{'vaccinationCenterPk': 854870313148347, 'name': 'IZ Stade', 'streetName': 'Sophie-Scholl-Weg', 'streetNumber': '24', 'zipcode': '21684', 'city': 'Stade-Ottenbeck', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21709,21709,Düdenbüttel,IZ Stade,854870313148347,25,"{'resultList': [{'vaccinationCenterPk': 854870313148347, 'name': 'IZ Stade', 'streetName': 'Sophie-Scholl-Weg', 'streetNumber': '24', 'zipcode': '21684', 'city': 'Stade-Ottenbeck', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21709,21709,Himmelpforten,IZ Stade,854870313148347,25,"{'resultList': [{'vaccinationCenterPk': 854870313148347, 'name': 'IZ Stade', 'streetName': 'Sophie-Scholl-Weg', 'streetNumber': '24', 'zipcode': '21684', 'city': 'Stade-Ottenbeck', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21710,21710,Engelschoff,IZ Stade,854870313148347,25,"{'resultList': [{'vaccinationCenterPk': 854870313148347, 'name': 'IZ Stade', 'streetName': 'Sophie-Scholl-Weg', 'streetNumber': '24', 'zipcode': '21684', 'city': 'Stade-Ottenbeck', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21712,21712,Großenwörden,IZ Stade,854870313148347,30,"{'resultList': [{'vaccinationCenterPk': 854870313148347, 'name': 'IZ Stade', 'streetName': 'Sophie-Scholl-Weg', 'streetNumber': '24', 'zipcode': '21684', 'city': 'Stade-Ottenbeck', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
21714,21714,Hammah,IZ Stade,854870313148347,15,"{'resultList': [{'vaccinationCenterPk': 854870313148347, 'name': 'IZ Stade', 'streetName': 'Sophie-Scholl-Weg', 'streetNumber': '24', 'zipcode': '21684', 'city': 'Stade-Ottenbeck', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
